"","city","region","year","season","attendance","arrests","arrests_percent","post","attendance_thosand","treat","income_per_head","percent_from_income","unemployed","beer_tobacco","population","unemployed_thousand","population_thousand","arrest_vs_population"
"384","Shrewsbury","West Midlands",1992,"1992/1993",71641,74,0.1,"1",71.641,"0",8500,0.238235294,3208900,2025,67036,3208.9,67.036,1.10388447998091
"385","Shrewsbury","West Midlands",1993,"1993/1994",92435,162,0.18,"1",92.435,"0",8685,0.226137018,3341400,1964,67146,3341.4,67.146,2.41265302475203
"386","Southampton","SouthEast",1987,"1987/1988",290617,208,0.072,"0",290.617,"1",6591,0.739189804,2494000,4872,507997,2494,507.997,0.409451236916753
"387","Southampton","SouthEast",1988,"1988/1989",296047,146,0.049,"0",296.047,"1",7561,0.684962307,1726500,5179,508555,1726.5,508.555,0.287087925593102
"388","Southampton","SouthEast",1989,"1989/1990",313222,73,0.023,"0",313.222,"1",8290,0.65548854,1233800,5434,509784,1233.8,509.784,0.143197903425765
"389","Southampton","SouthEast",1990,"1990/1991",320323,47,0.015,"1",320.323,"1",9163,0.631998254,1327600,5791,512202,1327.6,512.202,0.0917606725471591
"390","Southampton","SouthEast",1991,"1991/1992",295468,61,0.021,"1",295.468,"1",9565,0.656769472,2524100,6282,514335,2524.1,514.335,0.118599745302186
"391","Southampton","SouthEast",1992,"1992/1993",323017,56,0.017,"1",323.017,"1",10025,0.634713217,3478000,6363,515639,3478,515.639,0.108603111867023
"392","Southampton","SouthEast",1993,"1993/1994",309765,61,0.02,"1",309.765,"1",10422,0.625503742,3771100,6519,516825,3771.1,516.825,0.118028346151986
"393","Southend On Sea","East",1987,"1987/1988",79320,3,0,"0",79.32,"0",6467,0.416576465,1959500,2694,60216,1959.5,60.216,0.049820645675568
"394","Southend On Sea","East",1988,"1988/1989",84479,30,0.04,"0",84.479,"0",7334,0.396100355,1379500,2905,60794,1379.5,60.794,0.493469750304306
"395","Southend On Sea","East",1989,"1989/1990",83880,10,0.01,"0",83.88,"0",8154,0.377483444,960300,3078,61058,960.3,61.058,0.163778702217564
"396","Southend On Sea","East",1990,"1990/1991",131608,15,0.01,"1",131.608,"0",8963,0.372531518,1031700,3339,61426,1031.7,61.426,0.244196268681015
"397","Southend On Sea","East",1991,"1991/1992",154868,52,0.03,"1",154.868,"0",9381,0.389830508,1825000,3657,62090,1825,62.09,0.837493960380093
"398","Southend On Sea","East",1992,"1992/1993",124118,44,0.04,"1",124.118,"0",9856,0.375,2464200,3696,62229,2464.2,62.229,0.707065837471275
"399","Southend On Sea","East",1993,"1993/1994",140404,24,0.02,"1",140.404,"0",9986,0.383536952,2669500,3830,62321,2669.5,62.321,0.385102934805282
"400","Stockport","Northwest",1987,"1987/1988",52154,17,0.03,"0",52.154,"0",5552,0.400036023,4798400,2221,95143,4798.4,95.143,0.178678410392777
"401","Stockport","Northwest",1988,"1988/1989",64061,53,0.08,"0",64.061,"0",6064,0.386048813,4013000,2341,94981,4013,94.981,0.558006338109727
"402","Stockport","Northwest",1989,"1989/1990",89758,25,0.03,"0",89.758,"0",6729,0.368405409,3270300,2479,95149,3270.3,95.149,0.262745798694679
"403","Stockport","Northwest",1990,"1990/1991",74898,14,0.02,"1",74.898,"0",7535,0.3668215,2922700,2764,95219,2922.7,95.219,0.147029479410622
"404","Stockport","Northwest",1991,"1991/1992",112599,59,0.05,"1",112.599,"0",8015,0.373799127,3584300,2995,95435,3584.3,95.435,0.618221826373972
"405","Stockport","Northwest",1992,"1992/1993",126585,85,0.07,"1",126.585,"0",8441,0.338230068,4045000,2855,95391,4045,95.391,0.89106938809741
"406","Stockport","Northwest",1993,"1993/1994",117081,13,0.01,"1",117.081,"0",8620,0.336658933,4066000,2902,95477,4066,95.477,0.136158446536862
"407","Stoke on Trent","West Midlands",1987,"1987/1988",211234,57,0.027,"0",211.234,"1",5442,0.286659316,3475800,1560,250995,3475.8,250.995,0.22709615729397
"408","Stoke on Trent","West Midlands",1988,"1988/1989",214979,44,0.02,"0",214.979,"1",5992,0.276368491,2734300,1656,251451,2734.3,251.451,0.174984390596975
"409","Stoke on Trent","West Midlands",1989,"1989/1990",286368,49,0.017,"0",286.368,"1",6683,0.25497531,1999800,1704,251915,1999.8,251.915,0.194510052994065
"410","Stoke on Trent","West Midlands",1990,"1990/1991",240377,38,0.016,"1",240.377,"1",7500,0.251866667,1818500,1889,252147,1818.5,252.147,0.150705739112502
"411","Stoke on Trent","West Midlands",1991,"1991/1992",299150,34,0.011,"1",299.15,"1",8026,0.261649639,2600700,2100,252693,2600.7,252.693,0.134550620713672
"412","Stoke on Trent","West Midlands",1992,"1992/1993",381314,56,0.015,"1",381.314,"1",8500,0.238235294,3208900,2025,253064,3208.9,253.064,0.221287895552113
"413","Stoke on Trent","West Midlands",1993,"1993/1994",366419,89,0.024,"1",366.419,"1",8685,0.226137018,3341400,1964,253477,3341.4,253.477,0.351116669362506
"414","Sunderland","Northeast",1987,"1987/1988",400760,80,0.02,"0",400.76,"1",5207,0.203956213,2162400,1062,206195,2162.4,206.195,0.387982249812071
"415","Sunderland","Northeast",1988,"1988/1989",342217,49,0.014,"0",342.217,"1",5578,0.193438508,1838700,1079,205812,1838.7,205.812,0.238081355800439
"416","Sunderland","Northeast",1989,"1989/1990",401098,85,0.021,"0",401.098,"1",6206,0.184015469,1513900,1142,205928,1513.9,205.928,0.412765626821025
"417","Sunderland","Northeast",1990,"1990/1991",426893,104,0.024,"1",426.893,"1",6948,0.183218192,1334300,1273,206076,1334.3,206.076,0.504668180671209
"418","Sunderland","Northeast",1991,"1991/1992",422960,57,0.013,"1",422.96,"1",7623,0.193624557,1535300,1476,206202,1535.3,206.202,0.276427968690895
"419","Sunderland","Northeast",1992,"1992/1993",396924,118,0.03,"1",396.924,"1",8110,0.19297164,1659200,1565,206560,1659.2,206.56,0.571262587141751
"420","Sunderland","Northeast",1993,"1993/1994",389493,54,0.014,"1",389.493,"1",8317,0.191535409,1770900,1593,206730,1770.9,206.73,0.261210274270788
"421","Swansea","Wales",1987,"1987/1988",100957,10,0.01,"0",100.957,"0",5213,0.1705352,1760400,889,165355,1760.4,165.355,0.0604759456926008
"422","Swansea","Wales",1988,"1988/1989",112895,51,0.05,"0",112.895,"0",5662,0.164959378,1472600,934,166448,1472.6,166.448,0.306401999423243
"423","Swansea","Wales",1989,"1989/1990",88396,48,0.05,"0",88.396,"0",6380,0.153605016,1142500,980,167266,1142.5,167.266,0.286968062846006
"424","Swansea","Wales",1990,"1990/1991",77836,17,0.02,"1",77.836,"0",7140,0.148739496,1027400,1062,167637,1027.4,167.637,0.101409593347531
"425","Swansea","Wales",1991,"1991/1992",77452,24,0.03,"1",77.452,"0",7634,0.152475766,1344800,1164,168310,1344.8,168.31,0.142594022933872
"426","Swansea","Wales",1992,"1992/1993",119575,23,0.02,"1",119.575,"0",8099,0.148289912,1507800,1201,168584,1507.8,168.584,0.136430503487875
"427","Swansea","Wales",1993,"1993/1994",81281,9,0.01,"1",81.281,"0",8178,0.151993152,1552500,1243,168928,1552.5,168.928,0.0532771358211783
"428","Swindon","Southwest",1987,"1987/1988",209800,67,0.032,"0",209.8,"1",6202,0.193647211,2045700,1201,158295,2045.7,158.295,0.423260368299694
"429","Swindon","Southwest",1988,"1988/1989",198881,44,0.022,"0",198.881,"1",6659,0.193272263,1587500,1287,159875,1587.5,159.875,0.275215011727912
"430","Swindon","Southwest",1989,"1989/1990",216463,30,0.014,"0",216.463,"1",7424,0.185210129,1164600,1375,160500,1164.6,160.5,0.186915887850467
"431","Swindon","Southwest",1990,"1990/1991",216248,32,0.015,"1",216.248,"1",8220,0.181021898,1157800,1488,161006,1157.8,161.006,0.198750357129548
"432","Swindon","Southwest",1991,"1991/1992",230218,35,0.015,"1",230.218,"1",8700,0.189310345,1913100,1647,161697,1913.1,161.697,0.216454232298682
"433","Swindon","Southwest",1992,"1992/1993",255519,35,0.014,"1",255.519,"1",9212,0.182045158,2471400,1677,162583,2471.4,162.583,0.21527465971227
"434","Swindon","Southwest",1993,"1993/1994",320761,31,0.01,"1",320.761,"1",9386,0.179735777,2573200,1687,163263,2573.2,163.263,0.189877682022259
"435","Torquay","Southwest",1987,"1987/1988",67434,21,0.03,"0",67.434,"0",6202,0.193647211,2045700,1201,42596,2045.7,42.596,0.493004037937835
"436","Torquay","Southwest",1988,"1988/1989",53852,16,0.03,"0",53.852,"0",6659,0.193272263,1587500,1287,43022,1587.5,43.022,0.371902747431547
"437","Torquay","Southwest",1989,"1989/1990",49484,27,0.06,"0",49.484,"0",7424,0.185210129,1164600,1375,43190,1164.6,43.19,0.625144709423478
"438","Torquay","Southwest",1990,"1990/1991",65038,3,0.01,"1",65.038,"0",8220,0.181021898,1157800,1488,43326,1157.8,43.326,0.0692424871901399
"439","Torquay","Southwest",1991,"1991/1992",62886,49,0.08,"1",62.886,"0",8700,0.189310345,1913100,1647,43512,1913.1,43.512,1.12612612612613
"440","Torquay","Southwest",1992,"1992/1993",56605,66,0.12,"1",56.605,"0",9212,0.182045158,2471400,1677,43750,2471.4,43.75,1.50857142857143
"441","Torquay","Southwest",1993,"1993/1994",72167,2,0,"1",72.167,"0",9386,0.179735777,2573200,1687,43933,2573.2,43.933,0.0455238658866911
"442","Tranmere","Northwest",1987,"1987/1988",76847,53,0.07,"0",76.847,"0",5552,0.400036023,4798400,2221,128473,4798.4,128.473,0.412538043012929
"443","Tranmere","Northwest",1988,"1988/1989",121830,20,0.02,"0",121.83,"0",6064,0.386048813,4013000,2341,128253,4013,128.253,0.155941771342581
"444","Tranmere","Northwest",1989,"1989/1990",171200,27,0.02,"0",171.2,"0",6729,0.368405409,3270300,2479,128480,3270.3,128.48,0.210149439601494
"445","Tranmere","Northwest",1990,"1990/1991",141898,13,0.01,"1",141.898,"0",7535,0.3668215,2922700,2764,128575,2922.7,128.575,0.101108302547151
"446","Tranmere","Northwest",1991,"1991/1992",203445,80,0.04,"1",203.445,"0",8015,0.373799127,3584300,2995,128867,3584.3,128.867,0.62079508330294
"447","Tranmere","Northwest",1992,"1992/1993",185644,45,0.02,"1",185.644,"0",8441,0.338230068,4045000,2855,128807,4045,128.807,0.34935989503676
"448","Tranmere","Northwest",1993,"1993/1994",186278,94,0.05,"1",186.278,"0",8620,0.336658933,4066000,2902,128924,4066,128.924,0.729111724737054
"449","Walsall","West Midlands",1987,"1987/1988",128153,47,0.04,"0",128.153,"0",5442,0.286659316,3475800,1560,62668,3475.8,62.668,0.749984042892704
"450","Walsall","West Midlands",1988,"1988/1989",140495,148,0.11,"0",140.495,"0",5992,0.276368491,2734300,1656,62782,2734.3,62.782,2.35736357554713
"451","Walsall","West Midlands",1989,"1989/1990",93765,55,0.06,"0",93.765,"0",6683,0.25497531,1999800,1704,62897,1999.8,62.897,0.874445522043977
"452","Walsall","West Midlands",1990,"1990/1991",95188,35,0.04,"1",95.188,"0",7500,0.251866667,1818500,1889,62955,1818.5,62.955,0.5559526646017
"453","Walsall","West Midlands",1991,"1991/1992",74075,40,0.05,"1",74.075,"0",8026,0.261649639,2600700,2100,63091,2600.7,63.091,0.634004850137104
"454","Walsall","West Midlands",1992,"1992/1993",76191,17,0.02,"1",76.191,"0",8500,0.238235294,3208900,2025,63184,3208.9,63.184,0.269055457077741
"455","Walsall","West Midlands",1993,"1993/1994",88977,10,0.01,"1",88.977,"0",8685,0.226137018,3341400,1964,63287,3341.4,63.287,0.158010333875835
"456","Watford","East",1987,"1987/1988",291464,43,0.015,"0",291.464,"1",6467,0.416576465,1959500,2694,45273,1959.5,45.273,0.949793475139708
"457","Watford","East",1988,"1988/1989",279446,44,0.016,"0",279.446,"1",7334,0.396100355,1379500,2905,45707,1379.5,45.707,0.962653422889273
"458","Watford","East",1989,"1989/1990",238074,40,0.017,"0",238.074,"1",8154,0.377483444,960300,3078,45905,960.3,45.905,0.871364775078967
"459","Watford","East",1990,"1990/1991",220362,22,0.01,"1",220.362,"1",8963,0.372531518,1031700,3339,46182,1031.7,46.182,0.476376077259538
"460","Watford","East",1991,"1991/1992",195751,10,0.005,"1",195.751,"1",9381,0.389830508,1825000,3657,46682,1825,46.682,0.214215329248961
"461","Watford","East",1992,"1992/1993",190329,19,0.01,"1",190.329,"1",9856,0.375,2464200,3696,46786,2464.2,46.786,0.406104390202197
"462","Watford","East",1993,"1993/1994",181607,20,0.011,"1",181.607,"1",9986,0.383536952,2669500,3830,46855,2669.5,46.855,0.426848788816562
"463","Wigan","Northwest",1987,"1987/1988",86776,4,0.01,"0",86.776,"0",5552,0.400036023,4798400,2221,93103,4798.4,93.103,0.0429631698226695
"464","Wigan","Northwest",1988,"1988/1989",72263,4,0.01,"0",72.263,"0",6064,0.386048813,4013000,2341,92944,4013,92.944,0.0430366672404889
"465","Wigan","Northwest",1989,"1989/1990",63486,14,0.02,"0",63.486,"0",6729,0.368405409,3270300,2479,93109,3270.3,93.109,0.150361404375517
"466","Wigan","Northwest",1990,"1990/1991",52337,8,0.02,"1",52.337,"0",7535,0.3668215,2922700,2764,93177,2922.7,93.177,0.0858580980284834
"467","Wigan","Northwest",1991,"1991/1992",65817,14,0.02,"1",65.817,"0",8015,0.373799127,3584300,2995,93389,3584.3,93.389,0.149910589041536
"468","Wigan","Northwest",1992,"1992/1993",59757,17,0.03,"1",59.757,"0",8441,0.338230068,4045000,2855,93345,4045,93.345,0.182120092131341
"469","Wigan","Northwest",1993,"1993/1994",39844,17,0.04,"1",39.844,"0",8620,0.336658933,4066000,2902,93430,4066,93.43,0.181954404366906
"470","Wolverhampton","West Midlands",1987,"1987/1988",226964,132,0.058,"0",226.964,"1",5442,0.286659316,3475800,1560,245852,3475.8,245.852,0.536908383905764
"471","Wolverhampton","West Midlands",1988,"1988/1989",330699,192,0.058,"0",330.699,"1",5992,0.276368491,2734300,1656,246298,2734.3,246.298,0.779543479849613
"472","Wolverhampton","West Midlands",1989,"1989/1990",392031,322,0.082,"0",392.031,"1",6683,0.25497531,1999800,1704,246752,1999.8,246.752,1.30495396187265
"473","Wolverhampton","West Midlands",1990,"1990/1991",369902,195,0.053,"1",369.902,"1",7500,0.251866667,1818500,1889,246980,1818.5,246.98,0.789537614381731
"474","Wolverhampton","West Midlands",1991,"1991/1992",316087,119,0.038,"1",316.087,"1",8026,0.261649639,2600700,2100,247514,2600.7,247.514,0.48078088512165
"475","Wolverhampton","West Midlands",1992,"1992/1993",312762,84,0.027,"1",312.762,"1",8500,0.238235294,3208900,2025,247877,3208.9,247.877,0.338877749851741
"476","Wolverhampton","West Midlands",1993,"1993/1994",505190,119,0.024,"1",505.19,"1",8685,0.226137018,3341400,1964,248282,3341.4,248.282,0.479293706350037
"477","Wrexham","Wales",1987,"1987/1988",51539,17,0.03,"0",51.539,"0",5213,0.1705352,1760400,889,56753,1760.4,56.753,0.299543636459747
"478","Wrexham","Wales",1988,"1988/1989",61051,12,0.02,"0",61.051,"0",5662,0.164959378,1472600,934,57129,1472.6,57.129,0.210050937352308
"479","Wrexham","Wales",1989,"1989/1990",54974,3,0.01,"0",54.974,"0",6380,0.153605016,1142500,980,57409,1142.5,57.409,0.0522566148164922
"480","Wrexham","Wales",1990,"1990/1991",36204,2,0.01,"1",36.204,"0",7140,0.148739496,1027400,1062,57536,1027.4,57.536,0.0347608453837597
"481","Wrexham","Wales",1991,"1991/1992",57371,4,0.01,"1",57.371,"0",7634,0.152475766,1344800,1164,57767,1344.8,57.767,0.0692436858413973
"482","Wrexham","Wales",1992,"1992/1993",104722,35,0.03,"1",104.722,"0",8099,0.148289912,1507800,1201,57861,1507.8,57.861,0.604897945075267
"483","Wrexham","Wales",1993,"1993/1994",91098,48,0.05,"1",91.098,"0",8178,0.151993152,1552500,1243,57980,1552.5,57.98,0.827871679889617
"484","York","Yorkshire Humberside",1987,"1987/1988",62902,62,0.1,"0",62.902,"0",5614,0.293729961,3165800,1649,141128,3165.8,141.128,0.439317499007993
"485","York","Yorkshire Humberside",1988,"1988/1989",59119,132,0.22,"0",59.119,"0",6021,0.287825943,2626200,1733,141404,2626.2,141.404,0.933495516392747
"486","York","Yorkshire Humberside",1989,"1989/1990",59395,39,0.07,"0",59.395,"0",6722,0.271199048,2084700,1823,142089,2084.7,142.089,0.274475856681376
"487","York","Yorkshire Humberside",1990,"1990/1991",57543,16,0.03,"1",57.543,"0",7497,0.265839669,1918200,1993,142339,1918.2,142.339,0.11240770273783
"488","York","Yorkshire Humberside",1991,"1991/1992",55139,11,0.02,"1",55.139,"0",7989,0.278382776,2463000,2224,142775,2463,142.775,0.0770443004727718
"489","York","Yorkshire Humberside",1992,"1992/1993",82859,23,0.03,"1",82.859,"0",8459,0.282657525,2803000,2391,143149,2803,143.149,0.160671747619613
"490","York","Yorkshire Humberside",1993,"1993/1994",106160,55,0.05,"1",106.16,"0",8690,0.292059839,2904400,2538,143297,2904.4,143.297,0.383818223689261
